date,hour,traffic,is_weekend,weather_type,weather_factor,event_type,event_factor,day_of_week,month,season,is_holiday,is_peak_hour
2022-10-29 14:00:00,14,1264,True,晴天,1.2,周末,1.2,5,10,4,False,False
2022-10-29 15:00:00,15,746,True,雨天,0.7,周末,1.2,5,10,4,False,False
2022-10-29 16:00:00,16,760,True,雨天,0.7,周末,1.2,5,10,4,False,False
2022-10-29 17:00:00,17,1412,True,多云,1.0,周末,1.2,5,10,4,False,True
2022-10-29 18:00:00,18,1592,True,晴天,1.2,周末,1.2,5,10,4,False,True
2022-10-29 19:00:00,19,1638,True,晴天,1.2,周末,1.2,5,10,4,False,True
2022-10-29 20:00:00,20,831,True,多云,1.0,周末,1.2,5,10,4,False,False
2022-10-29 21:00:00,21,1057,True,晴天,1.2,周末,1.2,5,10,4,False,False
2022-10-29 22:00:00,22,404,True,晴天,1.2,周末,1.2,5,10,4,False,False
2022-10-29 23:00:00,23,412,True,晴天,1.2,周末,1.2,5,10,4,False,False
2022-10-30 00:00:00,0,320,True,晴天,1.2,周末,1.2,6,10,4,False,False
2022-10-30 01:00:00,1,296,True,晴天,1.2,周末,1.2,6,10,4,False,False
2022-10-30 02:00:00,2,253,True,多云,1.0,周末,1.2,6,10,4,False,False
2022-10-30 03:00:00,3,314,True,晴天,1.2,周末,1.2,6,10,4,False,False
2022-10-30 04:00:00,4,247,True,多云,1.0,周末,1.2,6,10,4,False,False
2022-10-30 05:00:00,5,268,True,多云,1.0,周末,1.2,6,10,4,False,False
2022-10-30 06:00:00,6,625,True,雨天,0.7,周末,1.2,6,10,4,False,False
2022-10-30 07:00:00,7,1955,True,晴天,1.2,周末,1.2,6,10,4,False,True
2022-10-30 08:00:00,8,1872,True,晴天,1.2,周末,1.2,6,10,4,False,True
2022-10-30 09:00:00,9,1484,True,多云,1.0,周末,1.2,6,10,4,False,True
2022-10-30 10:00:00,10,1027,True,多云,1.0,周末,1.2,6,10,4,False,False
2022-10-30 11:00:00,11,1246,True,晴天,1.2,周末,1.2,6,10,4,False,False
2022-10-30 12:00:00,12,721,True,雨天,0.7,周末,1.2,6,10,4,False,False
2022-10-30 13:00:00,13,756,True,雨天,0.7,周末,1.2,6,10,4,False,False
2022-10-30 14:00:00,14,1285,True,晴天,1.2,周末,1.2,6,10,4,False,False
2022-10-30 15:00:00,15,1298,True,晴天,1.2,周末,1.2,6,10,4,False,False
2022-10-30 16:00:00,16,1232,True,晴天,1.2,周末,1.2,6,10,4,False,False
2022-10-30 17:00:00,17,981,True,雨天,0.7,周末,1.2,6,10,4,False,True
2022-10-30 18:00:00,18,1712,True,晴天,1.2,周末,1.2,6,10,4,False,True
2022-10-30 19:00:00,19,1323,True,多云,1.0,周末,1.2,6,10,4,False,True
2022-10-30 20:00:00,20,895,True,多云,1.0,周末,1.2,6,10,4,False,False
2022-10-30 21:00:00,21,991,True,晴天,1.2,周末,1.2,6,10,4,False,False
2022-10-30 22:00:00,22,248,True,雨天,0.7,周末,1.2,6,10,4,False,False
2022-10-30 23:00:00,23,347,True,多云,1.0,周末,1.2,6,10,4,False,False
2022-10-31 00:00:00,0,181,False,雨天,0.7,无,1.0,0,10,4,False,False
2022-10-31 01:00:00,1,338,False,晴天,1.2,无,1.0,0,10,4,False,False
2022-10-31 02:00:00,2,322,False,晴天,1.2,无,1.0,0,10,4,False,False
2022-10-31 03:00:00,3,188,False,雨天,0.7,无,1.0,0,10,4,False,False
2022-10-31 04:00:00,4,319,False,晴天,1.2,无,1.0,0,10,4,False,False
2022-10-31 05:00:00,5,185,False,雨天,0.7,无,1.0,0,10,4,False,False
2022-10-31 06:00:00,6,638,False,雨天,0.7,无,1.0,0,10,4,False,False
2022-10-31 07:00:00,7,1963,False,晴天,1.2,无,1.0,0,10,4,False,True
2022-10-31 08:00:00,8,1984,False,晴天,1.2,无,1.0,0,10,4,False,True
2022-10-31 09:00:00,9,1870,False,晴天,1.2,无,1.0,0,10,4,False,True
2022-10-31 10:00:00,10,1241,False,晴天,1.2,无,1.0,0,10,4,False,False
2022-10-31 11:00:00,11,1277,False,晴天,1.2,无,1.0,0,10,4,False,False
2022-10-31 12:00:00,12,1341,False,晴天,1.2,无,1.0,0,10,4,False,False
2022-10-31 13:00:00,13,775,False,雨天,0.7,无,1.0,0,10,4,False,False
2022-10-31 14:00:00,14,1133,False,多云,1.0,无,1.0,0,10,4,False,False
2022-10-31 15:00:00,15,1268,False,晴天,1.2,无,1.0,0,10,4,False,False
2022-10-31 16:00:00,16,1315,False,晴天,1.2,无,1.0,0,10,4,False,False
2022-10-31 17:00:00,17,1695,False,晴天,1.2,无,1.0,0,10,4,False,True
2022-10-31 18:00:00,18,1389,False,多云,1.0,无,1.0,0,10,4,False,True
2022-10-31 19:00:00,19,1758,False,晴天,1.2,无,1.0,0,10,4,False,True
2022-10-31 20:00:00,20,1095,False,晴天,1.2,无,1.0,0,10,4,False,False
2022-10-31 21:00:00,21,868,False,多云,1.0,无,1.0,0,10,4,False,False
2022-10-31 22:00:00,22,249,False,雨天,0.7,无,1.0,0,10,4,False,False
2022-10-31 23:00:00,23,450,False,晴天,1.2,无,1.0,0,10,4,False,False
2022-11-01 00:00:00,0,314,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-01 01:00:00,1,190,False,雨天,0.7,无,1.0,1,11,4,False,False
2022-11-01 02:00:00,2,324,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-01 03:00:00,3,274,False,多云,1.0,无,1.0,1,11,4,False,False
2022-11-01 04:00:00,4,311,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-01 05:00:00,5,334,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-01 06:00:00,6,1124,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-01 07:00:00,7,1572,False,多云,1.0,无,1.0,1,11,4,False,True
2022-11-01 08:00:00,8,1989,False,晴天,1.2,无,1.0,1,11,4,False,True
2022-11-01 09:00:00,9,1895,False,晴天,1.2,无,1.0,1,11,4,False,True
2022-11-01 10:00:00,10,1038,False,多云,1.0,无,1.0,1,11,4,False,False
2022-11-01 11:00:00,11,1079,False,多云,1.0,无,1.0,1,11,4,False,False
2022-11-01 12:00:00,12,1349,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-01 13:00:00,13,1290,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-01 14:00:00,14,1329,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-01 15:00:00,15,1302,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-01 16:00:00,16,1232,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-01 17:00:00,17,1499,False,多云,1.0,无,1.0,1,11,4,False,True
2022-11-01 18:00:00,18,1031,False,雨天,0.7,无,1.0,1,11,4,False,True
2022-11-01 19:00:00,19,1691,False,晴天,1.2,无,1.0,1,11,4,False,True
2022-11-01 20:00:00,20,881,False,多云,1.0,无,1.0,1,11,4,False,False
2022-11-01 21:00:00,21,1110,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-01 22:00:00,22,432,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-01 23:00:00,23,374,False,多云,1.0,无,1.0,1,11,4,False,False
2022-11-02 00:00:00,0,275,False,多云,1.0,无,1.0,2,11,4,False,False
2022-11-02 01:00:00,1,335,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-02 02:00:00,2,195,False,雨天,0.7,无,1.0,2,11,4,False,False
2022-11-02 03:00:00,3,179,False,雨天,0.7,无,1.0,2,11,4,False,False
2022-11-02 04:00:00,4,336,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-02 05:00:00,5,319,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-02 06:00:00,6,867,False,多云,1.0,无,1.0,2,11,4,False,False
2022-11-02 07:00:00,7,1168,False,雨天,0.7,无,1.0,2,11,4,False,True
2022-11-02 08:00:00,8,1899,False,晴天,1.2,无,1.0,2,11,4,False,True
2022-11-02 09:00:00,9,1891,False,晴天,1.2,无,1.0,2,11,4,False,True
2022-11-02 10:00:00,10,1271,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-02 11:00:00,11,1037,False,多云,1.0,无,1.0,2,11,4,False,False
2022-11-02 12:00:00,12,784,False,雨天,0.7,无,1.0,2,11,4,False,False
2022-11-02 13:00:00,13,1293,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-02 14:00:00,14,1098,False,多云,1.0,无,1.0,2,11,4,False,False
2022-11-02 15:00:00,15,1318,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-02 16:00:00,16,1095,False,多云,1.0,无,1.0,2,11,4,False,False
2022-11-02 17:00:00,17,1043,False,雨天,0.7,无,1.0,2,11,4,False,True
2022-11-02 18:00:00,18,1784,False,晴天,1.2,无,1.0,2,11,4,False,True
2022-11-02 19:00:00,19,1058,False,雨天,0.7,无,1.0,2,11,4,False,True
2022-11-02 20:00:00,20,615,False,雨天,0.7,无,1.0,2,11,4,False,False
2022-11-02 21:00:00,21,1077,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-02 22:00:00,22,426,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-02 23:00:00,23,240,False,雨天,0.7,无,1.0,2,11,4,False,False
2022-11-03 00:00:00,0,310,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-03 01:00:00,1,331,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-03 02:00:00,2,269,False,多云,1.0,无,1.0,3,11,4,False,False
2022-11-03 03:00:00,3,181,False,雨天,0.7,无,1.0,3,11,4,False,False
2022-11-03 04:00:00,4,184,False,雨天,0.7,无,1.0,3,11,4,False,False
2022-11-03 05:00:00,5,325,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-03 06:00:00,6,616,False,雨天,0.7,无,1.0,3,11,4,False,False
2022-11-03 07:00:00,7,1921,False,晴天,1.2,无,1.0,3,11,4,False,True
2022-11-03 08:00:00,8,1888,False,晴天,1.2,无,1.0,3,11,4,False,True
2022-11-03 09:00:00,9,1942,False,晴天,1.2,无,1.0,3,11,4,False,True
2022-11-03 10:00:00,10,1090,False,多云,1.0,无,1.0,3,11,4,False,False
2022-11-03 11:00:00,11,1106,False,多云,1.0,无,1.0,3,11,4,False,False
2022-11-03 12:00:00,12,1114,False,多云,1.0,无,1.0,3,11,4,False,False
2022-11-03 13:00:00,13,1085,False,多云,1.0,无,1.0,3,11,4,False,False
2022-11-03 14:00:00,14,1263,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-03 15:00:00,15,1279,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-03 16:00:00,16,1253,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-03 17:00:00,17,1811,False,晴天,1.2,无,1.0,3,11,4,False,True
2022-11-03 18:00:00,18,1452,False,多云,1.0,无,1.0,3,11,4,False,True
2022-11-03 19:00:00,19,1721,False,晴天,1.2,无,1.0,3,11,4,False,True
2022-11-03 20:00:00,20,924,False,多云,1.0,无,1.0,3,11,4,False,False
2022-11-03 21:00:00,21,903,False,多云,1.0,无,1.0,3,11,4,False,False
2022-11-03 22:00:00,22,350,False,多云,1.0,无,1.0,3,11,4,False,False
2022-11-03 23:00:00,23,420,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-04 00:00:00,0,280,False,多云,1.0,无,1.0,4,11,4,False,False
2022-11-04 01:00:00,1,184,False,雨天,0.7,无,1.0,4,11,4,False,False
2022-11-04 02:00:00,2,275,False,多云,1.0,无,1.0,4,11,4,False,False
2022-11-04 03:00:00,3,316,False,晴天,1.2,无,1.0,4,11,4,False,False
2022-11-04 04:00:00,4,259,False,多云,1.0,无,1.0,4,11,4,False,False
2022-11-04 05:00:00,5,333,False,晴天,1.2,无,1.0,4,11,4,False,False
2022-11-04 06:00:00,6,1085,False,晴天,1.2,无,1.0,4,11,4,False,False
2022-11-04 07:00:00,7,1154,False,雨天,0.7,无,1.0,4,11,4,False,True
2022-11-04 08:00:00,8,1696,False,多云,1.0,无,1.0,4,11,4,False,True
2022-11-04 09:00:00,9,1980,False,晴天,1.2,无,1.0,4,11,4,False,True
2022-11-04 10:00:00,10,1276,False,晴天,1.2,无,1.0,4,11,4,False,False
2022-11-04 11:00:00,11,771,False,雨天,0.7,无,1.0,4,11,4,False,False
2022-11-04 12:00:00,12,1245,False,晴天,1.2,无,1.0,4,11,4,False,False
2022-11-04 13:00:00,13,1281,False,晴天,1.2,无,1.0,4,11,4,False,False
2022-11-04 14:00:00,14,1111,False,多云,1.0,无,1.0,4,11,4,False,False
2022-11-04 15:00:00,15,1286,False,晴天,1.2,无,1.0,4,11,4,False,False
2022-11-04 16:00:00,16,756,False,雨天,0.7,无,1.0,4,11,4,False,False
2022-11-04 17:00:00,17,1726,False,晴天,1.2,无,1.0,4,11,4,False,True
2022-11-04 18:00:00,18,1381,False,多云,1.0,无,1.0,4,11,4,False,True
2022-11-04 19:00:00,19,1405,False,多云,1.0,无,1.0,4,11,4,False,True
2022-11-04 20:00:00,20,905,False,多云,1.0,无,1.0,4,11,4,False,False
2022-11-04 21:00:00,21,935,False,多云,1.0,无,1.0,4,11,4,False,False
2022-11-04 22:00:00,22,260,False,雨天,0.7,无,1.0,4,11,4,False,False
2022-11-04 23:00:00,23,444,False,晴天,1.2,无,1.0,4,11,4,False,False
2022-11-05 00:00:00,0,182,True,雨天,0.7,周末,1.2,5,11,4,False,False
2022-11-05 01:00:00,1,314,True,晴天,1.2,周末,1.2,5,11,4,False,False
2022-11-05 02:00:00,2,322,True,晴天,1.2,周末,1.2,5,11,4,False,False
2022-11-05 03:00:00,3,296,True,晴天,1.2,周末,1.2,5,11,4,False,False
2022-11-05 04:00:00,4,182,True,雨天,0.7,周末,1.2,5,11,4,False,False
2022-11-05 05:00:00,5,249,True,多云,1.0,周末,1.2,5,11,4,False,False
2022-11-05 06:00:00,6,618,True,雨天,0.7,周末,1.2,5,11,4,False,False
2022-11-05 07:00:00,7,1907,True,晴天,1.2,周末,1.2,5,11,4,False,True
2022-11-05 08:00:00,8,1108,True,雨天,0.7,周末,1.2,5,11,4,False,True
2022-11-05 09:00:00,9,1903,True,晴天,1.2,周末,1.2,5,11,4,False,True
2022-11-05 10:00:00,10,1049,True,多云,1.0,周末,1.2,5,11,4,False,False
2022-11-05 11:00:00,11,1238,True,晴天,1.2,周末,1.2,5,11,4,False,False
2022-11-05 12:00:00,12,1200,True,晴天,1.2,周末,1.2,5,11,4,False,False
2022-11-05 13:00:00,13,1221,True,晴天,1.2,周末,1.2,5,11,4,False,False
2022-11-05 14:00:00,14,1199,True,晴天,1.2,周末,1.2,5,11,4,False,False
2022-11-05 15:00:00,15,1267,True,晴天,1.2,周末,1.2,5,11,4,False,False
2022-11-05 16:00:00,16,1008,True,多云,1.0,周末,1.2,5,11,4,False,False
2022-11-05 17:00:00,17,1586,True,晴天,1.2,周末,1.2,5,11,4,False,True
2022-11-05 18:00:00,18,972,True,雨天,0.7,周末,1.2,5,11,4,False,True
2022-11-05 19:00:00,19,1320,True,多云,1.0,周末,1.2,5,11,4,False,True
2022-11-05 20:00:00,20,583,True,雨天,0.7,周末,1.2,5,11,4,False,False
2022-11-05 21:00:00,21,1015,True,晴天,1.2,周末,1.2,5,11,4,False,False
2022-11-05 22:00:00,22,329,True,多云,1.0,周末,1.2,5,11,4,False,False
2022-11-05 23:00:00,23,344,True,多云,1.0,周末,1.2,5,11,4,False,False
2022-11-06 00:00:00,0,270,True,多云,1.0,周末,1.2,6,11,4,False,False
2022-11-06 01:00:00,1,188,True,雨天,0.7,周末,1.2,6,11,4,False,False
2022-11-06 02:00:00,2,180,True,雨天,0.7,周末,1.2,6,11,4,False,False
2022-11-06 03:00:00,3,182,True,雨天,0.7,周末,1.2,6,11,4,False,False
2022-11-06 04:00:00,4,314,True,晴天,1.2,周末,1.2,6,11,4,False,False
2022-11-06 05:00:00,5,269,True,多云,1.0,周末,1.2,6,11,4,False,False
2022-11-06 06:00:00,6,864,True,多云,1.0,周末,1.2,6,11,4,False,False
2022-11-06 07:00:00,7,1091,True,雨天,0.7,周末,1.2,6,11,4,False,True
2022-11-06 08:00:00,8,1924,True,晴天,1.2,周末,1.2,6,11,4,False,True
2022-11-06 09:00:00,9,1931,True,晴天,1.2,周末,1.2,6,11,4,False,True
2022-11-06 10:00:00,10,1291,True,晴天,1.2,周末,1.2,6,11,4,False,False
2022-11-06 11:00:00,11,1060,True,多云,1.0,周末,1.2,6,11,4,False,False
2022-11-06 12:00:00,12,1040,True,多云,1.0,周末,1.2,6,11,4,False,False
2022-11-06 13:00:00,13,744,True,雨天,0.7,周末,1.2,6,11,4,False,False
2022-11-06 14:00:00,14,1000,True,多云,1.0,周末,1.2,6,11,4,False,False
2022-11-06 15:00:00,15,695,True,雨天,0.7,周末,1.2,6,11,4,False,False
2022-11-06 16:00:00,16,1029,True,多云,1.0,周末,1.2,6,11,4,False,False
2022-11-06 17:00:00,17,1349,True,多云,1.0,周末,1.2,6,11,4,False,True
2022-11-06 18:00:00,18,1644,True,晴天,1.2,周末,1.2,6,11,4,False,True
2022-11-06 19:00:00,19,1432,True,多云,1.0,周末,1.2,6,11,4,False,True
2022-11-06 20:00:00,20,998,True,晴天,1.2,周末,1.2,6,11,4,False,False
2022-11-06 21:00:00,21,889,True,多云,1.0,周末,1.2,6,11,4,False,False
2022-11-06 22:00:00,22,252,True,雨天,0.7,周末,1.2,6,11,4,False,False
2022-11-06 23:00:00,23,240,True,雨天,0.7,周末,1.2,6,11,4,False,False
2022-11-07 00:00:00,0,332,False,晴天,1.2,无,1.0,0,11,4,False,False
2022-11-07 01:00:00,1,338,False,晴天,1.2,无,1.0,0,11,4,False,False
2022-11-07 02:00:00,2,267,False,多云,1.0,无,1.0,0,11,4,False,False
2022-11-07 03:00:00,3,312,False,晴天,1.2,无,1.0,0,11,4,False,False
2022-11-07 04:00:00,4,318,False,晴天,1.2,无,1.0,0,11,4,False,False
2022-11-07 05:00:00,5,179,False,雨天,0.7,无,1.0,0,11,4,False,False
2022-11-07 06:00:00,6,1076,False,晴天,1.2,无,1.0,0,11,4,False,False
2022-11-07 07:00:00,7,1593,False,多云,1.0,无,1.0,0,11,4,False,True
2022-11-07 08:00:00,8,1543,False,多云,1.0,无,1.0,0,11,4,False,True
2022-11-07 09:00:00,9,2015,False,晴天,1.2,无,1.0,0,11,4,False,True
2022-11-07 10:00:00,10,1317,False,晴天,1.2,无,1.0,0,11,4,False,False
2022-11-07 11:00:00,11,1306,False,晴天,1.2,无,1.0,0,11,4,False,False
2022-11-07 12:00:00,12,1311,False,晴天,1.2,无,1.0,0,11,4,False,False
2022-11-07 13:00:00,13,1066,False,多云,1.0,无,1.0,0,11,4,False,False
2022-11-07 14:00:00,14,1278,False,晴天,1.2,无,1.0,0,11,4,False,False
2022-11-07 15:00:00,15,1279,False,晴天,1.2,无,1.0,0,11,4,False,False
2022-11-07 16:00:00,16,1075,False,多云,1.0,无,1.0,0,11,4,False,False
2022-11-07 17:00:00,17,1704,False,晴天,1.2,无,1.0,0,11,4,False,True
2022-11-07 18:00:00,18,1779,False,晴天,1.2,无,1.0,0,11,4,False,True
2022-11-07 19:00:00,19,1755,False,晴天,1.2,无,1.0,0,11,4,False,True
2022-11-07 20:00:00,20,1044,False,晴天,1.2,无,1.0,0,11,4,False,False
2022-11-07 21:00:00,21,1085,False,晴天,1.2,无,1.0,0,11,4,False,False
2022-11-07 22:00:00,22,434,False,晴天,1.2,无,1.0,0,11,4,False,False
2022-11-07 23:00:00,23,364,False,多云,1.0,无,1.0,0,11,4,False,False
2022-11-08 00:00:00,0,337,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-08 01:00:00,1,184,False,雨天,0.7,无,1.0,1,11,4,False,False
2022-11-08 02:00:00,2,184,False,雨天,0.7,无,1.0,1,11,4,False,False
2022-11-08 03:00:00,3,185,False,雨天,0.7,无,1.0,1,11,4,False,False
2022-11-08 04:00:00,4,183,False,雨天,0.7,无,1.0,1,11,4,False,False
2022-11-08 05:00:00,5,325,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-08 06:00:00,6,639,False,雨天,0.7,无,1.0,1,11,4,False,False
2022-11-08 07:00:00,7,1673,False,多云,1.0,无,1.0,1,11,4,False,True
2022-11-08 08:00:00,8,1585,False,多云,1.0,无,1.0,1,11,4,False,True
2022-11-08 09:00:00,9,1908,False,晴天,1.2,无,1.0,1,11,4,False,True
2022-11-08 10:00:00,10,1292,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-08 11:00:00,11,1351,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-08 12:00:00,12,1113,False,多云,1.0,无,1.0,1,11,4,False,False
2022-11-08 13:00:00,13,1266,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-08 14:00:00,14,1107,False,多云,1.0,无,1.0,1,11,4,False,False
2022-11-08 15:00:00,15,1101,False,多云,1.0,无,1.0,1,11,4,False,False
2022-11-08 16:00:00,16,776,False,雨天,0.7,无,1.0,1,11,4,False,False
2022-11-08 17:00:00,17,1020,False,雨天,0.7,无,1.0,1,11,4,False,True
2022-11-08 18:00:00,18,1463,False,多云,1.0,无,1.0,1,11,4,False,True
2022-11-08 19:00:00,19,1449,False,多云,1.0,无,1.0,1,11,4,False,True
2022-11-08 20:00:00,20,1107,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-08 21:00:00,21,1042,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-08 22:00:00,22,369,False,多云,1.0,无,1.0,1,11,4,False,False
2022-11-08 23:00:00,23,439,False,晴天,1.2,无,1.0,1,11,4,False,False
2022-11-09 00:00:00,0,317,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-09 01:00:00,1,190,False,雨天,0.7,无,1.0,2,11,4,False,False
2022-11-09 02:00:00,2,308,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-09 03:00:00,3,339,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-09 04:00:00,4,257,False,多云,1.0,无,1.0,2,11,4,False,False
2022-11-09 05:00:00,5,312,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-09 06:00:00,6,1037,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-09 07:00:00,7,1940,False,晴天,1.2,无,1.0,2,11,4,False,True
2022-11-09 08:00:00,8,1987,False,晴天,1.2,无,1.0,2,11,4,False,True
2022-11-09 09:00:00,9,1609,False,多云,1.0,无,1.0,2,11,4,False,True
2022-11-09 10:00:00,10,1058,False,多云,1.0,无,1.0,2,11,4,False,False
2022-11-09 11:00:00,11,1331,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-09 12:00:00,12,1253,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-09 13:00:00,13,1277,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-09 14:00:00,14,734,False,雨天,0.7,无,1.0,2,11,4,False,False
2022-11-09 15:00:00,15,1350,False,晴天,1.2,无,1.0,2,11,4,False,False
2022-11-09 16:00:00,16,1070,False,多云,1.0,无,1.0,2,11,4,False,False
2022-11-09 17:00:00,17,1666,False,晴天,1.2,无,1.0,2,11,4,False,True
2022-11-09 18:00:00,18,1675,False,晴天,1.2,无,1.0,2,11,4,False,True
2022-11-09 19:00:00,19,1687,False,晴天,1.2,无,1.0,2,11,4,False,True
2022-11-09 20:00:00,20,633,False,雨天,0.7,无,1.0,2,11,4,False,False
2022-11-09 21:00:00,21,887,False,多云,1.0,无,1.0,2,11,4,False,False
2022-11-09 22:00:00,22,353,False,多云,1.0,无,1.0,2,11,4,False,False
2022-11-09 23:00:00,23,364,False,多云,1.0,无,1.0,2,11,4,False,False
2022-11-10 00:00:00,0,311,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-10 01:00:00,1,337,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-10 02:00:00,2,330,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-10 03:00:00,3,321,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-10 04:00:00,4,185,False,雨天,0.7,无,1.0,3,11,4,False,False
2022-11-10 05:00:00,5,325,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-10 06:00:00,6,1094,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-10 07:00:00,7,1965,False,晴天,1.2,无,1.0,3,11,4,False,True
2022-11-10 08:00:00,8,1912,False,晴天,1.2,无,1.0,3,11,4,False,True
2022-11-10 09:00:00,9,1645,False,多云,1.0,无,1.0,3,11,4,False,True
2022-11-10 10:00:00,10,1290,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-10 11:00:00,11,1253,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-10 12:00:00,12,1311,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-10 13:00:00,13,1079,False,多云,1.0,无,1.0,3,11,4,False,False
2022-11-10 14:00:00,14,1283,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-10 15:00:00,15,1334,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-10 16:00:00,16,1304,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-10 17:00:00,17,1791,False,晴天,1.2,无,1.0,3,11,4,False,True
2022-11-10 18:00:00,18,1732,False,晴天,1.2,无,1.0,3,11,4,False,True
2022-11-10 19:00:00,19,1753,False,晴天,1.2,无,1.0,3,11,4,False,True
2022-11-10 20:00:00,20,608,False,雨天,0.7,无,1.0,3,11,4,False,False
2022-11-10 21:00:00,21,862,False,多云,1.0,无,1.0,3,11,4,False,False
2022-11-10 22:00:00,22,417,False,晴天,1.2,无,1.0,3,11,4,False,False
2022-11-10 23:00:00,23,364,False,多云,1.0,无,1.0,3,11,4,False,False
2022-11-11 00:00:00,0,339,False,晴天,1.2,无,1.0,4,11,4,False,False
2022-11-11 01:00:00,1,262,False,多云,1.0,无,1.0,4,11,4,False,False
2022-11-11 02:00:00,2,272,False,多云,1.0,无,1.0,4,11,4,False,False
2022-11-11 03:00:00,3,316,False,晴天,1.2,无,1.0,4,11,4,False,False
2022-11-11 04:00:00,4,336,False,晴天,1.2,无,1.0,4,11,4,False,False
2022-11-11 05:00:00,5,275,False,多云,1.0,无,1.0,4,11,4,False,False
2022-11-11 06:00:00,6,861,False,多云,1.0,无,1.0,4,11,4,False,False
2022-11-11 07:00:00,7,2027,False,晴天,1.2,无,1.0,4,11,4,False,True
2022-11-11 08:00:00,8,1177,False,雨天,0.7,无,1.0,4,11,4,False,True
2022-11-11 09:00:00,9,1982,False,晴天,1.2,无,1.0,4,11,4,False,True
2022-11-11 10:00:00,10,1353,False,晴天,1.2,无,1.0,4,11,4,False,False
2022-11-11 11:00:00,11,1343,False,晴天,1.2,无,1.0,4,11,4,False,False
2022-11-11 12:00:00,12,753,False,雨天,0.7,无,1.0,4,11,4,False,False
2022-11-11 13:00:00,13,1128,False,多云,1.0,无,1.0,4,11,4,False,False
2022-11-11 14:00:00,14,1275,False,晴天,1.2,无,1.0,4,11,4,False,False
2022-11-11 15:00:00,15,1326,False,晴天,1.2,无,1.0,4,11,4,False,False
2022-11-11 16:00:00,16,1085,False,多云,1.0,无,1.0,4,11,4,False,False
2022-11-11 17:00:00,17,1043,False,雨天,0.7,无,1.0,4,11,4,False,True
2022-11-11 18:00:00,18,1641,False,晴天,1.2,无,1.0,4,11,4,False,True
2022-11-11 19:00:00,19,1646,False,晴天,1.2,无,1.0,4,11,4,False,True
2022-11-11 20:00:00,20,889,False,多云,1.0,无,1.0,4,11,4,False,False
2022-11-11 21:00:00,21,1065,False,晴天,1.2,无,1.0,4,11,4,False,False
